"item_code","item","unit","item_group","item_category","item_subcategory"
-1,,,,,
1,"AYAM BERSIH - STANDARD","1kg","BARANGAN SEGAR","AYAM","AYAM BERSIH"
2,"AYAM BERSIH - SUPER","1kg","BARANGAN SEGAR","AYAM","AYAM BERSIH"
3,"AYAM HIDUP","1kg","BARANGAN SEGAR","AYAM","AYAM HIDUP"
9,"DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK)","1kg","BARANGAN SEGAR","DAGING","DAGING KAMBING"
10,"DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK)","1kg","BARANGAN SEGAR","DAGING","DAGING KAMBING"
11,"DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA)","1kg","BARANGAN SEGAR","DAGING","DAGING KAMBING"
12,"DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND)","1kg","BARANGAN SEGAR","DAGING","DAGING KAMBING"
14,"DAGING KERBAU IMPORT (INDIA) * (TOP SIDE)","1kg","BARANGAN SEGAR","DAGING","DAGING KERBAU"
16,"BETIK BIASA","1kg","BARANGAN SEGAR","BUAH-BUAHAN","BETIK"
18,"PISANG BERANGAN","1kg","BARANGAN SEGAR","BUAH-BUAHAN","PISANG"
19,"PISANG EMAS","1kg","BARANGAN SEGAR","BUAH-BUAHAN","PISANG"
20,"TEMBIKAI MERAH BERBIJI","1kg","BARANGAN SEGAR","BUAH-BUAHAN","TEMBIKAI"
21,"TEMBIKAI MERAH TANPA BIJI","1kg","BARANGAN SEGAR","BUAH-BUAHAN","TEMBIKAI"
22,"DRAGON FRUIT MERAH","1kg","BARANGAN SEGAR","BUAH-BUAHAN","DRAGON FRUIT"
24,"TEMBIKAI SUSU","1kg","BARANGAN SEGAR","BUAH-BUAHAN","TEMBIKAI"
25,"NENAS BIASA (JOSAPINE/MORRIS/SARAWAK)","1 biji","BARANGAN SEGAR","BUAH-BUAHAN","NENAS"
26,"ANGGUR HIJAU BERBIJI","1kg","BARANGAN SEGAR","BUAH-BUAHAN","ANGGUR"
27,"ANGGUR MERAH BERBIJI","1kg","BARANGAN SEGAR","BUAH-BUAHAN","ANGGUR"
31,"LAI KUNING (SAIZ M)","1 biji","BARANGAN SEGAR","BUAH-BUAHAN","LAI"
38,"JAMBU BATU BERBIJI","1kg","BARANGAN SEGAR","BUAH-BUAHAN","JAMBU BATU"
39,"JAMBU BATU TANPA BIJI","1kg","BARANGAN SEGAR","BUAH-BUAHAN","JAMBU BATU"
43,"IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN BAWAL"
47,"IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN CENCARU"
49,"IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN GELAMA"
51,"IKAN JENAHAK (b % 1 KILOGRAM SEEKOR)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN JENAHAK"
52,"KEPALA IKAN JENAHAK","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN JENAHAK"
55,"IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN KEMBUNG"
60,"IKAN MERAH (b % 1 KILOGRAM SEEKOR)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN MERAH"
64,"KEPALA IKAN MERAH","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN MERAH"
65,"IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN KERAPU"
66,"IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN PARANG"
68,"IKAN PARI (KEPINGAN)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN PARI"
69,"IKAN SELAR KUNING (b % 11 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN SELAR"
70,"IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN SELAR"
71,"IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN SELAYANG/SARDIN"
73,"IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN SENANGIN"
78,"IKAN TAMBAN BELURU (ANTARA 10 HINGGA 19 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN TAMBAN"
79,"IKAN TENGGIRI PAPAN (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN TENGGIRI"
82,"IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN TENGGIRI"
83,"IKAN TONGKOL/AYA/KAYU HITAM (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","BAHAN LAUT","IKAN TONGKOL/AYA/KAYU HITAM"
87,"IKAN HARUAN (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","IKAN DARAT","IKAN HARUAN"
88,"IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","IKAN DARAT","IKAN KELI"
89,"IKAN TILAPIA HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM)","1kg","BARANGAN SEGAR","IKAN DARAT","IKAN TILAPIA"
92,"CILI HIJAU","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","CILI"
93,"CILI MERAH - KULAI","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","CILI"
94,"CILI MERAH - MINYAK","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","CILI"
95,"HALIA BASAH (TUA)","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","HALIA, KUNYIT, LENGKUAS"
96,"KACANG BENDI","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","KEKACANG"
97,"KACANG BUNCIS","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","KEKACANG"
98,"KACANG PANJANG","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","KEKACANG"
101,"KELAPA BIJI","1 biji","BARANGAN SEGAR","KELAPA","KELAPA BIJI"
102,"KELAPA PARUT","1kg","BARANGAN SEGAR","KELAPA","KELAPA PARUT"
103,"SANTAN KELAPA SEGAR (BIASA)","1kg","BARANGAN SEGAR","KELAPA","SANTAN"
104,"KUBIS BULAT IMPORT (CHINA)","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","KUBIS"
105,"KUBIS BULAT (TEMPATAN)","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","KUBIS"
108,"KUNYIT HIDUP","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","HALIA, KUNYIT, LENGKUAS"
109,"LOBAK MERAH","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","SAYUR BUAH, UBI"
112,"TERUNG PANJANG","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","TERUNG"
113,"TIMUN","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","SAYUR BUAH, UBI"
114,"TOMATO","1kg","BARANGAN SEGAR","SAYUR-SAYURAN","SAYUR BUAH, UBI"
118,"TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI)","10 biji","BARANGAN SEGAR","TELUR","TELUR AYAM"
119,"TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM)","10 biji","BARANGAN SEGAR","TELUR","TELUR AYAM"
120,"TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI)","10 biji","BARANGAN SEGAR","TELUR","TELUR AYAM"
124,"TELUR PUYUH","15 Biji","BARANGAN SEGAR","TELUR","TELUR PUYUH"
125,"TELUR ITIK","10 biji","BARANGAN SEGAR","TELUR","TELUR ITIK"
129,"BAWANG BESAR KUNING/HOLLAND","1kg","BARANGAN KERING","BAWANG","BAWANG BESAR"
131,"BAWANG KECIL MERAH ROSE IMPORT (INDIA)","1kg","BARANGAN KERING","BAWANG","BAWANG KECIL"
132,"BAWANG KECIL MERAH IMPORT (THAILAND)","1kg","BARANGAN KERING","BAWANG","BAWANG KECIL"
148,"IKAN BILIS GRED B (KOPEK)","1kg","BARANGAN KERING","HASIL LAUT KERING","IKAN BILIS"
152,"KACANG HIJAU (IMPORT)","1kg","BARANGAN KERING","KACANG",
154,"SERBUK KUNYIT (TIDAK BERBUNGKUS)","100 g","BARANGAN BERBUNGKUS","REMPAH RATUS (TIDAK BERBUNGKUS)",
155,"SERBUK CILI (TIDAK BERBUNGKUS)","100 g","BARANGAN BERBUNGKUS","REMPAH RATUS (TIDAK BERBUNGKUS)",
160,"UBI KENTANG RUSSET","1kg","BARANGAN KERING","UBI KENTANG","UBI KENTANG"
171,"KORDIAL SUNQUICK (OREN)","840 ml","MINUMAN","BAHAN-BAHAN MINUMAN","KORDIAL"
180,"TEH BOH (UNCANG)","100 beg","MINUMAN","BAHAN-BAHAN MINUMAN","TEH"
190,"SARDIN CAP AYAM (SOS TOMATO)","155 g","BARANGAN BERBUNGKUS","IKAN DALAM TIN","SARDIN"
191,"SARDIN CAP AYAM (SOS TOMATO)","425 g","BARANGAN BERBUNGKUS","IKAN DALAM TIN","SARDIN"
192,"SARDIN CAP KING CUP (SOS TOMATO)","155 g","BARANGAN BERBUNGKUS","IKAN DALAM TIN","SARDIN"
193,"SARDIN CAP KING CUP (SOS TOMATO)","425 g","BARANGAN BERBUNGKUS","IKAN DALAM TIN","SARDIN"
195,"MACKAREL CAP AYAM (SOS TOMATO)","425 g","BARANGAN BERBUNGKUS","IKAN DALAM TIN","MACKAREL"
197,"MACKAREL CAP KING CUP (SOS TOMATO)","425 g","BARANGAN BERBUNGKUS","IKAN DALAM TIN","MACKAREL"
199,"TUNA CAP TC BOY (SANDWICH DELITE)","150 g","BARANGAN BERBUNGKUS","IKAN DALAM TIN","TUNA"
201,"JEM STRAWBERI LADY'S CHOICE","400 g","BARANGAN BERBUNGKUS","SAPUAN (SPREADS)","JEM"
202,"SERI KAYA YEO'S","480 g","BARANGAN BERBUNGKUS","SAPUAN (SPREADS)","KAYA"
203,"MAINLAND CHESDALE CHEDDAR CHEESE SPREAD 12 CHEDDAR","250 g","BARANGAN BERBUNGKUS","SAPUAN (SPREADS)","CHEESE"
204,"KRAFT HI - CALCIUM SINGLES PROCESSED CHEESE 12 SLICES","250 g","BARANGAN BERBUNGKUS","SAPUAN (SPREADS)","CHEESE"
205,"MARJERIN DAISY","480 g","BARANGAN BERBUNGKUS","SAPUAN (SPREADS)","MARJERIN"
206,"MARJERIN PLANTA","480 g","BARANGAN BERBUNGKUS","SAPUAN (SPREADS)","MARJERIN"
212,"KICAP TAMIN (DARK SOY SAUCE)","330 ml","BARANGAN BERBUNGKUS","KICAP DAN SOS","KICAP"
214,"KICAP LEMAK MANIS CAP KIPAS UDANG","345ml","BARANGAN BERBUNGKUS","KICAP DAN SOS","KICAP"
215,"KICAP LEMAK MANIS CAP JALEN","650 ml","BARANGAN BERBUNGKUS","KICAP DAN SOS","KICAP"
217,"SOS TOMATO MAGGI","325 g","BARANGAN BERBUNGKUS","KICAP DAN SOS","SOS TOMATO"
218,"SOS CILI LIFE","340 g","BARANGAN BERBUNGKUS","KICAP DAN SOS","SOS CILI"
221,"DRINHO SOYA (KOTAK)","250 ml","MINUMAN","TERSEDIA MINUM","AIR KOTAK"
224,"SUSU SEGAR DUTCH LADY","1 liter","MINUMAN","TERSEDIA MINUM","SUSU SEGAR"
225,"SUSU MARIGOLD HL","1 liter","MINUMAN","TERSEDIA MINUM","SUSU SEGAR"
226,"YEO'S LAICI (KOTAK)","250 ml","MINUMAN","TERSEDIA MINUM","AIR KOTAK"
228,"COCA COLA (BOTOL)","1.5 liter","MINUMAN","TERSEDIA MINUM","AIR BERKARBONAT"
229,"F&N OREN (TIN)","325 ml","MINUMAN","TERSEDIA MINUM","AIR BERKARBONAT"
230,"F&N OREN (BOTOL)","1.5 liter","MINUMAN","TERSEDIA MINUM","AIR BERKARBONAT"
232,"MIRINDA OREN (BOTOL)","1.5 liter","MINUMAN","TERSEDIA MINUM","AIR BERKARBONAT"
235,"JUS OREN PEEL FRESH (MARIGOLD)","1 liter","MINUMAN","TERSEDIA MINUM","JUS"
236,"JUS OREN SUNKIST","1 liter","MINUMAN","TERSEDIA MINUM","JUS"
239,"RED BULL (BOTOL)","150 ml","MINUMAN","TERSEDIA MINUM","MINUMAN TENAGA"
240,"LIVITA WITH HONEY (BOTOL)","150 ml","MINUMAN","TERSEDIA MINUM","MINUMAN TENAGA"
246,"MINYAK JAGUNG CAP MAZOLA","1kg","BARANGAN BERBUNGKUS","MINYAK DAN LEMAK","MINYAK JAGUNG"
254,"MINYAK MASAK SEBATIAN CAP HELANG","5 kg","BARANGAN BERBUNGKUS","MINYAK DAN LEMAK","MINYAK MASAK"
257,"MINYAK MASAK SEBATIAN CAP NEPTUNE","5 kg","BARANGAN BERBUNGKUS","MINYAK DAN LEMAK","MINYAK MASAK"
260,"MINYAK MASAK SEBATIAN CAP PISAU","5 kg","BARANGAN BERBUNGKUS","MINYAK DAN LEMAK","MINYAK MASAK"
263,"MINYAK MASAK TULEN CAP BURUH","5 kg","BARANGAN BERBUNGKUS","MINYAK DAN LEMAK","MINYAK MASAK"
266,"MINYAK MASAK TULEN CAP SERI MURNI","5 kg","BARANGAN BERBUNGKUS","MINYAK DAN LEMAK","MINYAK MASAK"
